"YEAR" "HAUL_NUMBER" "GENUS" "SPECIES" "SEX" "WEIGHT_OF_THE_FRACTION" "WEIGHT_OF_THE_SAMPLE_MEASURED" "SumSexTotal" "raising"
"12649" 1998 13 "TRIS" "CAP" "M" 188 188 1 1
"12650" 2003 15 "SPIC" "FLE" "M" 188 188 2 2
"12651" 2005 146 "ARIS" "FOL" "M" 188 188 6 6
"12652" 2008 84 "PAPE" "LON" "M" 188 188 10 10
"12653" 1999 115 "MERL" "MER" "M" 188 188 1 1
"12654" 1997 82 "NEPR" "NOR" "M" 188 188 9 9
"12655" 1997 108 "NEPR" "NOR" "M" 188 188 5 5
"12656" 2000 128 "NEPR" "NOR" "M" 188 188 2 2
"12657" 2000 107 "SPIC" "SMA" "M" 188 188 2 2
"12658" 1997 75 "MULL" "SUR" "M" 188 188 3 3
"12659" 2000 141 "MULL" "BAR" "F" 189 189 1 1
"12660" 2003 19 "ILLE" "COI" "F" 189 189 1 1
"12661" 2000 6 "PAPE" "LON" "F" 189 189 14 14
"12662" 2006 103 "ELED" "MOS" "F" 189 189 1 1
"12663" 1997 100 "TRAC" "TRA" "F" 189 189 1 1
"12664" 1997 4 "LOLI" "VUL" "F" 189 189 4 4
"12665" 1999 17 "PHYI" "BLE" "I" 189 189 18 18
"12666" 2005 6 "TRIS" "CAP" "I" 189 189 29 29
"12667" 2003 19 "ILLE" "COI" "I" 189 189 5 5
"12668" 2000 76 "ELED" "MOS" "I" 189 189 2 2
"12669" 1997 100 "TRAC" "TRA" "I" 189 189 6 6
"12670" 1997 4 "LOLI" "VUL" "I" 189 189 10 10
"12671" 2000 141 "MULL" "BAR" "M" 189 189 1 1
"12672" 2007 78 "ARIS" "FOL" "M" 189 189 9 9
"12673" 2000 6 "PAPE" "LON" "M" 189 189 2 2
"12674" 1997 4 "LOLI" "VUL" "M" 189 189 1 1
"12675" 2018 178 "ARIT" "ANT" "F" 190 190 9 9
"12676" 2017 8 "RAJA" "AST" "F" 190 190 1 1
"12677" 2017 156 "RAJA" "AST" "F" 190 190 1 1
"12678" 2014 4 "MULL" "BAR" "F" 190 190 3 3
"12679" 2015 27 "MULL" "BAR" "F" 190 190 2 2
"12680" 1999 89 "MULL" "BAR" "F" 190 190 2 2
"12681" 2002 133 "MULL" "BAR" "F" 190 190 4 4
"12682" 2010 168 "MULL" "BAR" "F" 190 190 3 3
"12683" 2007 109 "BOOP" "BOO" "F" 190 190 1 1
"12684" 2009 135 "BOOP" "BOO" "F" 190 190 2 2
"12685" 2009 156 "BOOP" "BOO" "F" 190 190 4 4
"12686" 2017 76 "LOPH" "BUD" "F" 190 190 1 1
"12687" 2011 83 "TRIS" "CAP" "F" 190 190 14 14
"12688" 2007 110 "TRIS" "CAP" "F" 190 190 1 1
"12689" 2009 137 "TRIS" "CAP" "F" 190 190 2 2
"12690" 2009 147 "TRIS" "CAP" "F" 190 190 15 15
"12691" 2011 173 "TRIS" "CAP" "F" 190 190 6 6
"12692" 2007 143 "ELED" "CIR" "F" 190 190 1 1
"12693" 2013 16 "ILLE" "COI" "F" 190 190 2 2
"12694" 2001 18 "ILLE" "COI" "F" 190 190 2 2
"12695" 2009 77 "HELI" "DAC" "F" 190 190 2 2
"12696" 2009 80 "PAGE" "ERY" "F" 190 190 5 5
"12697" 2000 121 "SPIC" "FLE" "F" 190 190 2 2
"12698" 2009 88 "EUTR" "GUR" "F" 190 190 3 3
"12699" 2011 180 "TRIP" "LAS" "F" 190 190 1 1
"12700" 2009 10 "PAPE" "LON" "F" 190 190 18 18
"12701" 2014 16 "PAPE" "LON" "F" 190 190 16 16
"12702" 2014 17 "PAPE" "LON" "F" 190 190 34 34
"12703" 2013 31 "PAPE" "LON" "F" 190 190 12 12
"12704" 2018 38 "PAPE" "LON" "F" 190 190 16 16
"12705" 2008 96 "PAPE" "LON" "F" 190 190 16 16
"12706" 2014 177 "PAPE" "LON" "F" 190 190 30 30
"12707" 2006 27 "TRAC" "MED" "F" 190 190 1 1
"12708" 2005 101 "TRAC" "MED" "F" 190 190 1 1
"12709" 2010 134 "TRAC" "MED" "F" 190 190 1 1
"12710" 2015 97 "MERL" "MER" "F" 190 190 2 2
"12711" 1998 22 "ELED" "MOS" "F" 190 190 1 1
"12712" 2011 126 "ELED" "MOS" "F" 190 190 1 1
"12713" 2013 180 "ELED" "MOS" "F" 190 190 1 1
"12714" 1996 21 "NEPR" "NOR" "F" 190 190 5 5
"12715" 2005 33 "NEPR" "NOR" "F" 190 190 2 2
"12716" 2013 169 "NEPR" "NOR" "F" 190 190 1 1
"12717" 2009 96 "MICM" "POU" "F" 190 190 2 2
"12718" 2011 95 "TRAC" "TRA" "F" 190 190 3 3
"12719" 2009 110 "TRAC" "TRA" "F" 190 190 1 1
"12720" 2018 6 "LOLI" "VUL" "F" 190 190 1 1
"12721" 2014 175 "LOLI" "VUL" "F" 190 190 1 1
"12722" 2009 2 "SOLE" "VUL" "F" 190 190 1 1
"12723" 2016 100 "PAGE" "ACA" "I" 190 190 11 11
"12724" 1999 16 "PHYI" "BLE" "I" 190 190 13 13
"12725" 2013 161 "PHYI" "BLE" "I" 190 190 3 3
"12726" 2018 168 "PHYI" "BLE" "I" 190 190 19 19
"12727" 2016 1 "PAGE" "BOG" "I" 190 190 15 15
"12728" 2012 13 "PAGE" "BOG" "I" 190 190 6 6
"12729" 2015 177 "PAGE" "BOG" "I" 190 190 3 3
"12730" 2007 109 "BOOP" "BOO" "I" 190 190 9 9
"12731" 2016 117 "BOOP" "BOO" "I" 190 190 6 6
"12732" 2014 123 "BOOP" "BOO" "I" 190 190 9 9
"12733" 2015 174 "LEPM" "BOS" "I" 190 190 2 2
"12734" 1996 90 "LOPH" "BUD" "I" 190 190 5 5
"12735" 2014 16 "TRIS" "CAP" "I" 190 190 12 12
"12736" 2016 17 "TRIS" "CAP" "I" 190 190 25 25
"12737" 1994 83 "TRIS" "CAP" "I" 190 190 17 17
"12738" 2011 83 "TRIS" "CAP" "I" 190 190 11 11
"12739" 2007 110 "TRIS" "CAP" "I" 190 190 32 32
"12740" 2005 112 "TRIS" "CAP" "I" 190 190 18 18
"12741" 1998 130 "TRIS" "CAP" "I" 190 190 63 63
"12742" 2017 132 "TRIS" "CAP" "I" 190 190 11 11
"12743" 2009 147 "TRIS" "CAP" "I" 190 190 5 5
"12744" 2013 16 "ILLE" "COI" "I" 190 190 6 6
"12745" 2001 18 "ILLE" "COI" "I" 190 190 7 7
"12746" 2012 14 "ASPI" "CUC" "I" 190 190 13 13
"12747" 2014 83 "ASPI" "CUC" "I" 190 190 18 18
"12748" 2014 33 "HELI" "DAC" "I" 190 190 2 2
"12749" 2013 86 "HELI" "DAC" "I" 190 190 1 1
"12750" 2014 139 "HELI" "DAC" "I" 190 190 11 11
"12751" 2018 41 "ENGR" "ENC" "I" 190 190 29 29
"12752" 2014 107 "ENGR" "ENC" "I" 190 190 12 12
"12753" 2013 160 "ENGR" "ENC" "I" 190 190 45 45
"12754" 2016 125 "SPIC" "FLE" "I" 190 190 10 10
"12755" 2014 172 "SPIC" "FLE" "I" 190 190 9 9
"12756" 2009 88 "EUTR" "GUR" "I" 190 190 2 2
"12757" 2011 180 "TRIP" "LAS" "I" 190 190 5 5
"12758" 2016 41 "TRIG" "LUC" "I" 190 190 5 5
"12759" 2005 101 "TRAC" "MED" "I" 190 190 12 12
"12760" 2018 123 "TRAC" "MED" "I" 190 190 56 56
"12761" 2018 163 "TRAC" "MED" "I" 190 190 3 3
"12762" 2015 97 "MERL" "MER" "I" 190 190 4 4
"12763" 2014 133 "MERL" "MER" "I" 190 190 12 12
"12764" 2012 6 "ELED" "MOS" "I" 190 190 1 1
"12765" 2007 113 "ELED" "MOS" "I" 190 190 1 1
"12766" 2008 106 "LOPH" "PIS" "I" 190 190 6 6
"12767" 2018 32 "MICM" "POU" "I" 190 190 1 1
"12768" 1996 106 "MICM" "POU" "I" 190 190 25 25
"12769" 2012 116 "TODA" "SAG" "I" 190 190 2 2
"12770" 2001 138 "SPIC" "SMA" "I" 190 190 13 13
"12771" 2014 10 "TRAC" "TRA" "I" 190 190 29 29
"12772" 1999 90 "TRAC" "TRA" "I" 190 190 23 23
"12773" 2011 95 "TRAC" "TRA" "I" 190 190 4 4
"12774" 1996 102 "TRAC" "TRA" "I" 190 190 46 46
"12775" 2018 104 "TRAC" "TRA" "I" 190 190 11 11
"12776" 2011 107 "TRAC" "TRA" "I" 190 190 26 26
"12777" 2009 110 "TRAC" "TRA" "I" 190 190 8 8
"12778" 2018 110 "TRAC" "TRA" "I" 190 190 23 23
"12779" 2018 126 "TRAC" "TRA" "I" 190 190 20 20
"12780" 2017 112 "DIPL" "VUL" "I" 190 190 2 2
"12781" 2018 6 "LOLI" "VUL" "I" 190 190 8 8
"12782" 2014 175 "LOLI" "VUL" "I" 190 190 7 7
"12783" 2018 178 "ARIT" "ANT" "M" 190 190 1 1
"12784" 2014 4 "MULL" "BAR" "M" 190 190 6 6
"12785" 2015 27 "MULL" "BAR" "M" 190 190 1 1
"12786" 2010 168 "MULL" "BAR" "M" 190 190 2 2
"12787" 2011 139 "PAGE" "BOG" "M" 190 190 4 4
"12788" 2009 135 "BOOP" "BOO" "M" 190 190 4 4
"12789" 2009 156 "BOOP" "BOO" "M" 190 190 1 1
"12790" 2011 32 "LEPM" "BOS" "M" 190 190 1 1
"12791" 2003 22 "LOPH" "BUD" "M" 190 190 1 1
"12792" 1996 90 "LOPH" "BUD" "M" 190 190 1 1
"12793" 2009 165 "LOPH" "BUD" "M" 190 190 1 1
"12794" 2018 150 "SCYO" "CAN" "M" 190 190 1 1
"12795" 2011 83 "TRIS" "CAP" "M" 190 190 13 13
"12796" 2009 137 "TRIS" "CAP" "M" 190 190 1 1
"12797" 2009 147 "TRIS" "CAP" "M" 190 190 14 14
"12798" 2011 173 "TRIS" "CAP" "M" 190 190 7 7
"12799" 1998 134 "ELED" "CIR" "M" 190 190 1 1
"12800" 2009 165 "ELED" "CIR" "M" 190 190 1 1
"12801" 2013 16 "ILLE" "COI" "M" 190 190 1 1
"12802" 2001 18 "ILLE" "COI" "M" 190 190 3 3
"12803" 2001 124 "ILLE" "COI" "M" 190 190 5 5
"12804" 2009 77 "HELI" "DAC" "M" 190 190 1 1
"12805" 2000 121 "SPIC" "FLE" "M" 190 190 3 3
"12806" 2009 88 "EUTR" "GUR" "M" 190 190 2 2
"12807" 2011 180 "TRIP" "LAS" "M" 190 190 1 1
"12808" 2009 10 "PAPE" "LON" "M" 190 190 11 11
"12809" 2014 16 "PAPE" "LON" "M" 190 190 19 19
"12810" 2014 17 "PAPE" "LON" "M" 190 190 20 20
"12811" 2013 31 "PAPE" "LON" "M" 190 190 26 26
"12812" 2018 38 "PAPE" "LON" "M" 190 190 1 1
"12813" 2008 96 "PAPE" "LON" "M" 190 190 4 4
"12814" 2014 177 "PAPE" "LON" "M" 190 190 21 21
"12815" 2014 134 "TORP" "MAR" "M" 190 190 1 1
"12816" 2005 101 "TRAC" "MED" "M" 190 190 2 2
"12817" 2002 94 "MERL" "MER" "M" 190 190 1 1
"12818" 2015 97 "MERL" "MER" "M" 190 190 1 1
"12819" 2014 133 "MERL" "MER" "M" 190 190 1 1
"12820" 1998 22 "ELED" "MOS" "M" 190 190 1 1
"12821" 2007 113 "ELED" "MOS" "M" 190 190 1 1
"12822" 1996 21 "NEPR" "NOR" "M" 190 190 1 1
"12823" 2005 33 "NEPR" "NOR" "M" 190 190 2 2
"12824" 2009 116 "NEPR" "NOR" "M" 190 190 2 2
"12825" 2013 169 "NEPR" "NOR" "M" 190 190 2 2
"12826" 2008 94 "MICM" "POU" "M" 190 190 2 2
"12827" 2010 116 "MICM" "POU" "M" 190 190 1 1
"12828" 2000 3 "MULL" "SUR" "M" 190 190 2 2
"12829" 1999 141 "TRAC" "TRA" "M" 190 190 1 1
"12830" 2018 6 "LOLI" "VUL" "M" 190 190 1 1
"12831" 1996 13 "SOLE" "VUL" "M" 190 190 1 1
"12832" 2004 89 "MULL" "BAR" "F" 191 191 1 1
"12833" 1997 19 "LOLI" "VUL" "F" 191 191 1 1
"12834" 2004 89 "MULL" "BAR" "I" 191 191 17 17
"12835" 2002 35 "LOPH" "BUD" "I" 191 191 1 1
"12836" 2002 128 "EUTR" "GUR" "I" 191 191 22 22
"12837" 2004 89 "MULL" "BAR" "M" 191 191 1 1
"12838" 2002 35 "LOPH" "BUD" "M" 191 191 1 1
"12839" 2005 106 "LOPH" "BUD" "M" 191 191 1 1
"12840" 1997 8 "MULL" "BAR" "F" 192 192 2 2
"12841" 1998 142 "LEPM" "BOS" "F" 192 192 1 1
"12842" 2007 134 "TRIS" "CAP" "F" 192 192 2 2
"12843" 1997 14 "ILLE" "COI" "F" 192 192 1 1
"12844" 2004 123 "ILLE" "COI" "F" 192 192 1 1
"12845" 1997 126 "ILLE" "COI" "F" 192 192 1 1
"12846" 1998 3 "PAGE" "ERY" "F" 192 192 3 3
"12847" 2008 94 "ARIS" "FOL" "F" 192 192 26 26
"12848" 1997 6 "PAPE" "LON" "F" 192 192 16 16
"12849" 2000 77 "PAPE" "LON" "F" 192 192 4 4
"12850" 1999 129 "MULL" "SUR" "F" 192 192 2 2
"12851" 1998 27 "PHYI" "BLE" "I" 192 192 12 12
"12852" 2006 144 "PHYI" "BLE" "I" 192 192 24 24
"12853" 2007 134 "TRIS" "CAP" "I" 192 192 16 16
"12854" 1997 14 "ILLE" "COI" "I" 192 192 4 4
"12855" 2007 142 "HELI" "DAC" "I" 192 192 6 6
"12856" 1999 129 "MULL" "SUR" "I" 192 192 2 2
"12857" 1997 8 "MULL" "BAR" "M" 192 192 2 2
"12858" 1999 135 "LEPM" "BOS" "M" 192 192 2 2
"12859" 1997 14 "ILLE" "COI" "M" 192 192 1 1
"12860" 1995 98 "HELI" "DAC" "M" 192 192 1 1
"12861" 2008 94 "ARIS" "FOL" "M" 192 192 4 4
"12862" 1997 6 "PAPE" "LON" "M" 192 192 15 15
"12863" 2000 77 "PAPE" "LON" "M" 192 192 11 11
"12864" 2007 75 "ELED" "MOS" "M" 192 192 2 2
"12865" 2004 107 "NEPR" "NOR" "M" 192 192 3 3
"12866" 2006 124 "MULL" "SUR" "M" 192 192 2 2
"12867" 1999 129 "MULL" "SUR" "M" 192 192 1 1
"12868" 2004 90 "MULL" "BAR" "F" 193 193 2 2
"12869" 2000 33 "ELED" "CIR" "F" 193 193 1 1
"12870" 1999 33 "HELI" "DAC" "F" 193 193 1 1
"12871" 2001 26 "ZEUS" "FAB" "F" 193 193 1 1
"12872" 2001 100 "MERL" "MER" "F" 193 193 2 2
"12873" 1998 40 "NEPR" "NOR" "F" 193 193 3 3
"12874" 2000 14 "TRAC" "TRA" "F" 193 193 1 1
"12875" 2012 80 "PAGE" "ACA" "I" 193 193 6 6
"12876" 1995 133 "LOPH" "BUD" "I" 193 193 2 2
"12877" 2002 8 "TRIS" "CAP" "I" 193 193 19 19
"12878" 2002 129 "ILLE" "COI" "I" 193 193 9 9
"12879" 2000 14 "TRAC" "TRA" "I" 193 193 31 31
"12880" 1994 132 "TRAC" "TRA" "I" 193 193 62 62
"12881" 2004 90 "MULL" "BAR" "M" 193 193 1 1
"12882" 1995 133 "LOPH" "BUD" "M" 193 193 1 1
"12883" 2002 129 "ILLE" "COI" "M" 193 193 1 1
"12884" 1998 40 "NEPR" "NOR" "M" 193 193 1 1
"12885" 1998 2 "MULL" "BAR" "F" 194 194 6 6
"12886" 2006 132 "MULL" "BAR" "F" 194 194 2 2
"12887" 2000 2 "SCYO" "CAN" "F" 194 194 1 1
"12888" 1997 134 "TRIS" "CAP" "F" 194 194 1 1
"12889" 2001 9 "CITH" "MAC" "F" 194 194 3 3
"12890" 2012 180 "MULL" "SUR" "F" 194 194 2 2
"12891" 2006 132 "MULL" "BAR" "I" 194 194 2 2
"12892" 1997 134 "TRIS" "CAP" "I" 194 194 22 22
"12893" 2004 1 "SPIC" "FLE" "I" 194 194 18 18
"12894" 2004 80 "LOLI" "VUL" "I" 194 194 23 23
"12895" 1998 2 "MULL" "BAR" "M" 194 194 2 2
"12896" 2001 9 "CITH" "MAC" "M" 194 194 1 1
"12897" 2012 180 "MULL" "SUR" "M" 194 194 2 2
"12898" 2002 132 "MULL" "BAR" "F" 195 195 4 4
"12899" 1996 91 "PHYI" "BLE" "F" 195 195 1 1
"12900" 2010 41 "BOOP" "BOO" "F" 195 195 2 2
"12901" 2017 129 "ELED" "CIR" "F" 195 195 2 2
"12902" 2017 133 "ELED" "CIR" "F" 195 195 4 4
"12903" 2013 148 "ELED" "CIR" "F" 195 195 1 1
"12904" 2009 41 "ILLE" "COI" "F" 195 195 2 2
"12905" 1994 108 "ILLE" "COI" "F" 195 195 1 1
"12906" 2005 24 "ASPI" "CUC" "F" 195 195 2 2
"12907" 2010 177 "HELI" "DAC" "F" 195 195 2 2
"12908" 1999 27 "PAPE" "LON" "F" 195 195 15 15
"12909" 2005 102 "PAPE" "LON" "F" 195 195 27 27
"12910" 1996 124 "LOLI" "VUL" "F" 195 195 3 3
"12911" 2017 165 "LOLI" "VUL" "F" 195 195 1 1
"12912" 1996 91 "PHYI" "BLE" "I" 195 195 2 2
"12913" 2018 151 "PAGE" "BOG" "I" 195 195 2 2
"12914" 2012 160 "TRIS" "CAP" "I" 195 195 28 28
"12915" 2009 41 "ILLE" "COI" "I" 195 195 19 19
"12916" 2005 24 "ASPI" "CUC" "I" 195 195 8 8
"12917" 2010 177 "HELI" "DAC" "I" 195 195 4 4
"12918" 2013 132 "TRAC" "MED" "I" 195 195 1 1
"12919" 2016 17 "MERL" "MER" "I" 195 195 17 17
"12920" 2014 104 "SARD" "PIL" "I" 195 195 12 12
"12921" 2002 125 "LOPH" "PIS" "I" 195 195 3 3
"12922" 1999 128 "TRAC" "TRA" "I" 195 195 36 36
"12923" 2015 1 "LOLI" "VUL" "I" 195 195 20 20
"12924" 1996 124 "LOLI" "VUL" "I" 195 195 2 2
"12925" 2017 165 "LOLI" "VUL" "I" 195 195 5 5
"12926" 1999 27 "PAGE" "BOG" "M" 195 195 2 2
"12927" 2010 41 "BOOP" "BOO" "M" 195 195 2 2
"12928" 2017 129 "ELED" "CIR" "M" 195 195 1 1
"12929" 2010 177 "HELI" "DAC" "M" 195 195 1 1
"12930" 1999 27 "PAPE" "LON" "M" 195 195 12 12
"12931" 2005 102 "PAPE" "LON" "M" 195 195 12 12
"12932" 2016 17 "MERL" "MER" "M" 195 195 1 1
"12933" 2017 10 "SEPI" "OFF" "M" 195 195 1 1
"12934" 1995 101 "SEPI" "OFF" "M" 195 195 1 1
"12935" 1995 81 "MULL" "SUR" "M" 195 195 2 2
"12936" 2007 106 "TRIS" "CAP" "F" 196 196 2 2
"12937" 2007 135 "TRIS" "CAP" "F" 196 196 2 2
"12938" 1997 131 "ILLE" "COI" "F" 196 196 1 1
"12939" 2006 121 "PAGE" "ERY" "F" 196 196 3 3
"12940" 1997 119 "SPIC" "FLE" "F" 196 196 4 4
"12941" 2003 11 "PAPE" "LON" "F" 196 196 18 18
"12942" 1998 12 "PAPE" "LON" "F" 196 196 19 19
"12943" 2005 17 "PHYI" "BLE" "I" 196 196 10 10
"12944" 2007 106 "TRIS" "CAP" "I" 196 196 29 29
"12945" 2007 135 "TRIS" "CAP" "I" 196 196 28 28
"12946" 1999 8 "ILLE" "COI" "I" 196 196 2 2
"12947" 2006 121 "PAGE" "ERY" "I" 196 196 1 1
"12948" 2006 97 "TRIG" "LUC" "I" 196 196 4 4
"12949" 1997 93 "LEPM" "BOS" "M" 196 196 1 1
"12950" 1999 8 "ILLE" "COI" "M" 196 196 3 3
"12951" 1999 143 "HELI" "DAC" "M" 196 196 2 2
"12952" 2006 121 "PAGE" "ERY" "M" 196 196 2 2
"12953" 1997 119 "SPIC" "FLE" "M" 196 196 2 2
"12954" 2003 11 "PAPE" "LON" "M" 196 196 10 10
"12955" 1998 12 "PAPE" "LON" "M" 196 196 11 11
"12956" 2007 94 "GALU" "MEL" "M" 196 196 2 2
"12957" 2001 121 "ELED" "MOS" "M" 196 196 1 1
"12958" 1995 108 "NEPR" "NOR" "M" 196 196 2 2
"12959" 1997 4 "SOLE" "VUL" "M" 196 196 1 1
"12960" 1995 110 "PHYI" "BLE" "F" 197 197 1 1
"12961" 2006 88 "BOOP" "BOO" "F" 197 197 2 2
"12962" 1994 123 "MERL" "MER" "F" 197 197 3 3
"12963" 2000 35 "LOLI" "VUL" "F" 197 197 1 1
"12964" 1995 110 "PHYI" "BLE" "I" 197 197 3 3
"12965" 2002 107 "ELED" "MOS" "I" 197 197 1 1
"12966" 2006 80 "TRAC" "TRA" "I" 197 197 35 35
"12967" 2000 112 "TRAC" "TRA" "I" 197 197 64 64
"12968" 2006 88 "BOOP" "BOO" "M" 197 197 2 2
"12969" 2013 13 "RAJA" "MIR" "M" 197 197 1 1
"12970" 1996 91 "MICM" "POU" "M" 197 197 1 1
"12971" 1994 110 "LEPM" "BOS" "F" 198 198 1 1
"12972" 1998 133 "LOPH" "BUD" "F" 198 198 1 1
"12973" 2001 8 "TRIS" "CAP" "F" 198 198 2 2
"12974" 2003 12 "ILLE" "COI" "F" 198 198 2 2
"12975" 1998 127 "ILLE" "COI" "F" 198 198 1 1
"12976" 1997 94 "HELI" "DAC" "F" 198 198 1 1
"12977" 1997 118 "SPIC" "FLE" "F" 198 198 4 4
"12978" 2002 81 "PAPE" "LON" "F" 198 198 18 18
"12979" 2001 12 "TRAC" "TRA" "F" 198 198 2 2
"12980" 1999 17 "OCTO" "VUL" "F" 198 198 2 2
"12981" 1998 133 "LOPH" "BUD" "I" 198 198 2 2
"12982" 2001 8 "TRIS" "CAP" "I" 198 198 15 15
"12983" 1998 127 "ILLE" "COI" "I" 198 198 1 1
"12984" 1997 118 "SPIC" "FLE" "I" 198 198 1 1
"12985" 2001 12 "TRAC" "TRA" "I" 198 198 33 33
"12986" 2008 101 "TRAC" "TRA" "I" 198 198 38 38
"12987" 1996 126 "TRAC" "TRA" "I" 198 198 28 28
"12988" 1999 16 "LOPH" "BUD" "M" 198 198 1 1
"12989" 2001 8 "TRIS" "CAP" "M" 198 198 2 2
"12990" 1997 94 "HELI" "DAC" "M" 198 198 1 1
"12991" 1997 118 "SPIC" "FLE" "M" 198 198 3 3
"12992" 2002 81 "PAPE" "LON" "M" 198 198 14 14
"12993" 2012 170 "CHIM" "MON" "M" 198 198 1 1
"12994" 1999 17 "OCTO" "VUL" "M" 198 198 2 2
"12995" 1998 22 "PAPE" "LON" "F" 199 199 16 16
"12996" 2000 138 "SPIC" "SMA" "F" 199 199 7 7
"12997" 1999 93 "ILLE" "COI" "I" 199 199 23 23
"12998" 2004 144 "HELI" "DAC" "I" 199 199 1 1
"12999" 2002 89 "SPIC" "FLE" "I" 199 199 3 3
"13000" 2002 23 "TRAC" "TRA" "I" 199 199 22 22
"13001" 2004 144 "HELI" "DAC" "M" 199 199 1 1
"13002" 2002 89 "SPIC" "FLE" "M" 199 199 5 5
"13003" 1998 22 "PAPE" "LON" "M" 199 199 15 15
"13004" 2000 138 "SPIC" "SMA" "M" 199 199 3 3
"13005" 2001 132 "PAGE" "ACA" "F" 200 200 1 1
"13006" 2007 6 "MULL" "BAR" "F" 200 200 2 2
"13007" 1996 21 "MULL" "BAR" "F" 200 200 2 2
"13008" 2007 21 "MULL" "BAR" "F" 200 200 2 2
"13009" 2018 22 "MULL" "BAR" "F" 200 200 3 3
"13010" 2000 75 "MULL" "BAR" "F" 200 200 2 2
"13011" 2002 76 "MULL" "BAR" "F" 200 200 3 3
"13012" 2013 97 "MULL" "BAR" "F" 200 200 1 1
"13013" 2016 110 "MULL" "BAR" "F" 200 200 2 2
"13014" 2017 148 "MULL" "BAR" "F" 200 200 3 3
"13015" 2008 171 "MULL" "BAR" "F" 200 200 11 11
"13016" 2010 166 "BOOP" "BOO" "F" 200 200 3 3
"13017" 2006 27 "LEPM" "BOS" "F" 200 200 1 1
"13018" 2010 78 "LEPM" "BOS" "F" 200 200 1 1
"13019" 2009 13 "LOPH" "BUD" "F" 200 200 1 1
"13020" 1996 19 "LOPH" "BUD" "F" 200 200 1 1
"13021" 2017 4 "SCYO" "CAN" "F" 200 200 1 1
"13022" 2010 10 "TRIS" "CAP" "F" 200 200 9 9
"13023" 1999 14 "TRIS" "CAP" "F" 200 200 1 1
"13024" 2011 22 "TRIS" "CAP" "F" 200 200 11 11
"13025" 2010 158 "TRIS" "CAP" "F" 200 200 2 2
"13026" 2011 158 "TRIS" "CAP" "F" 200 200 3 3
"13027" 2011 179 "TRIS" "CAP" "F" 200 200 7 7
"13028" 2016 26 "ELED" "CIR" "F" 200 200 1 1
"13029" 2011 148 "ELED" "CIR" "F" 200 200 1 1
"13030" 2015 161 "ELED" "CIR" "F" 200 200 1 1
"13031" 2006 24 "RAJA" "CLA" "F" 200 200 2 2
"13032" 2009 13 "ILLE" "COI" "F" 200 200 1 1
"13033" 2016 32 "ILLE" "COI" "F" 200 200 1 1
"13034" 2004 77 "ILLE" "COI" "F" 200 200 2 2
"13035" 2009 84 "ILLE" "COI" "F" 200 200 1 1
"13036" 1997 88 "ILLE" "COI" "F" 200 200 1 1
"13037" 2003 102 "ILLE" "COI" "F" 200 200 2 2
"13038" 2003 105 "ILLE" "COI" "F" 200 200 1 1
"13039" 2003 108 "ILLE" "COI" "F" 200 200 1 1
"13040" 2012 167 "ILLE" "COI" "F" 200 200 4 4
"13041" 2006 7 "ASPI" "CUC" "F" 200 200 4 4
"13042" 2002 27 "ASPI" "CUC" "F" 200 200 1 1
"13043" 1999 81 "HELI" "DAC" "F" 200 200 1 1
"13044" 2004 8 "PAGE" "ERY" "F" 200 200 4 4
"13045" 2010 176 "SPIC" "FLE" "F" 200 200 11 11
"13046" 2003 32 "ARIS" "FOL" "F" 200 200 11 11
"13047" 1996 36 "ARIS" "FOL" "F" 200 200 4 4
"13048" 2001 86 "ARIS" "FOL" "F" 200 200 5 5
"13049" 1996 96 "ARIS" "FOL" "F" 200 200 6 6
"13050" 2009 77 "RAJA" "FUL" "F" 200 200 1 1
"13051" 2010 162 "EUTR" "GUR" "F" 200 200 1 1
"13052" 2007 1 "PAPE" "LON" "F" 200 200 14 14
"13053" 2007 2 "PAPE" "LON" "F" 200 200 22 22
"13054" 2011 4 "PAPE" "LON" "F" 200 200 20 20
"13055" 2008 6 "PAPE" "LON" "F" 200 200 17 17
"13056" 1996 10 "PAPE" "LON" "F" 200 200 18 18
"13057" 2007 11 "PAPE" "LON" "F" 200 200 20 20
"13058" 2008 12 "PAPE" "LON" "F" 200 200 10 10
"13059" 2017 13 "PAPE" "LON" "F" 200 200 25 25
"13060" 2002 14 "PAPE" "LON" "F" 200 200 10 10
"13061" 2005 14 "PAPE" "LON" "F" 200 200 31 31
"13062" 2011 16 "PAPE" "LON" "F" 200 200 17 17
"13063" 2008 21 "PAPE" "LON" "F" 200 200 16 16
"13064" 2004 26 "PAPE" "LON" "F" 200 200 16 16
"13065" 2004 31 "PAPE" "LON" "F" 200 200 20 20
"13066" 2004 36 "PAPE" "LON" "F" 200 200 10 10
"13067" 2004 81 "PAPE" "LON" "F" 200 200 13 13
"13068" 2004 88 "PAPE" "LON" "F" 200 200 12 12
"13069" 2002 102 "PAPE" "LON" "F" 200 200 16 16
"13070" 2003 102 "PAPE" "LON" "F" 200 200 18 18
"13071" 2003 103 "PAPE" "LON" "F" 200 200 18 18
"13072" 2003 104 "PAPE" "LON" "F" 200 200 33 33
"13073" 2003 106 "PAPE" "LON" "F" 200 200 13 13
"13074" 2003 107 "PAPE" "LON" "F" 200 200 11 11
"13075" 2005 124 "PAPE" "LON" "F" 200 200 37 37
"13076" 2018 125 "PAPE" "LON" "F" 200 200 28 28
